User_ID,Product_ID,User_Rating
4379,309,3.46
4380,584,4.01
4380,141,3.86
4380,142,3.08
4380,120,4.07
4380,466,3.35
4381,60,2.87
4381,268,3.9
4381,574,3.97
4381,432,2.63
4381,79,3.15
4382,558,3.71
4382,411,4.34
4382,453,3.26
4382,30,3.51
4382,416,4.15
4383,400,4.24
4383,210,3.9
4383,191,4.88
4383,62,3.74
4383,71,4.2
4384,411,2.8
4384,166,2.71
4384,591,3.14
4384,15,4.71
4384,485,3.12
4385,196,3.89
4385,594,1.7
4385,595,4.0
4385,181,3.51
4385,521,3.62
4386,82,3.65
4386,580,2.64
4386,549,1.96
4386,163,2.9
4386,502,3.15
4387,122,4.58
4387,575,3.81
4387,157,3.51
4387,428,4.42
4387,330,4.56
4388,208,4.54
4388,238,3.5
4388,474,3.64
4388,92,4.71
4388,468,3.76
4389,6,3.57
4389,546,4.31
4389,433,4.32
4389,315,3.28
4389,268,3.19
4390,175,4.84
4390,414,3.12
4390,298,4.2
4390,161,3.18
4390,30,4.19
4391,211,4.25
4391,548,4.61
4391,240,3.81
4391,89,2.83
4391,243,3.5
4392,334,4.16
4392,309,3.67
4392,19,4.03
4392,115,3.07
4392,289,3.03
4393,367,2.91
4393,579,4.45
4393,428,2.99
4393,460,3.46
4393,27,2.53
4394,389,2.32
4394,183,3.84
4394,65,2.97
4394,348,2.9
4394,551,2.4
4395,449,2.99
4395,194,4.55
4395,2,3.62
4395,376,2.62
4395,264,4.17
4396,543,4.24
4396,166,3.55
4396,278,3.48
4396,237,3.91
4396,574,3.34
4397,524,3.81
4397,284,3.98
4397,251,4.57
4397,55,3.26
4397,150,3.54
4398,77,4.04
4398,477,2.85
4398,551,3.27
4398,114,3.64
4398,424,3.32
4399,482,2.77
4399,514,1.0
4399,5,1.43
4399,395,4.17
4399,385,3.67
4400,277,2.59
4400,227,2.86
4400,116,3.28
4400,351,3.54
4400,540,3.42
4401,593,3.79
4401,53,3.09
4401,105,2.33
4401,388,2.15
4401,258,3.24
4402,594,1.8
4402,145,3.68
4402,523,4.92
4402,95,4.77
4402,336,3.65
4403,1,2.34
4403,204,3.49
4403,459,2.67
4403,47,2.83
4403,117,3.13
4404,487,3.93
4404,55,3.49
4404,159,3.28
4404,422,3.23
4404,305,3.16
4405,43,3.79
4405,456,4.24
4405,49,3.55
4405,208,3.49
4405,31,3.7
4406,525,3.27
4406,552,3.37
4406,32,2.62
4406,530,4.49
4406,67,3.63
4407,465,2.97
4407,163,1.97
4407,411,3.46
4407,153,3.8
4407,541,2.83
4408,169,3.41
4408,424,3.08
4408,563,2.64
4408,178,3.75
4408,303,1.94
4409,306,3.94
4409,539,3.33
4409,334,3.78
4409,30,3.04
4409,19,4.24
4410,468,3.58
4410,150,3.46
4410,528,2.57
4410,519,3.52
4410,593,4.95
4411,347,2.5
4411,578,3.57
4411,188,3.34
4411,478,3.72
4411,282,3.1
4412,90,3.64
4412,77,3.34
4412,429,4.45
4412,552,5.0
4412,2,3.63
4413,433,4.62
4413,115,4.08
4413,394,3.81
4413,112,3.33
4413,175,3.78
4414,483,3.43
4414,415,2.83
4414,401,4.7
4414,135,3.75
4414,15,3.37
4415,570,3.12
4415,33,3.38
4415,543,3.79
4415,136,3.28
4415,17,3.65
4416,245,2.99
4416,122,3.3
4416,467,3.61
4416,58,3.61
4416,179,3.06
4417,431,2.55
4417,199,3.73
4417,270,1.71
4417,287,4.0
4417,275,4.65
4418,223,3.23
4418,333,3.37
4418,390,2.45
4418,188,2.46
4418,259,2.97
4419,342,3.51
4419,534,4.07
4419,496,4.55
4419,6,4.58
4419,83,3.84
4420,182,3.08
4420,11,2.72
4420,302,5.0
4420,146,1.76
4420,305,2.94
4421,166,2.75
4421,382,3.76
4421,220,3.89
4421,417,3.93
4421,19,4.23
4422,599,4.78
4422,92,5.0
4422,159,3.16
4422,228,5.0
4422,469,4.55
4423,372,2.96
4423,254,4.44
4423,9,3.13
4423,187,3.59
4423,564,2.82
4424,272,3.27
4424,583,2.52
4424,462,3.44
4424,414,3.2
4424,60,2.59
4425,255,2.91
4425,385,2.74
4425,459,2.35
4425,0,4.02
4425,135,2.26
4426,300,3.76
4426,248,4.23
4426,384,3.71
4426,325,2.6
4426,136,3.78
4427,315,3.67
4427,43,3.91
4427,360,5.0
4427,363,4.04
4427,227,2.49
4428,435,3.02
4428,261,4.58
4428,513,3.44
4428,81,3.54
4428,545,4.06
4429,450,2.9
4429,376,2.94
4429,285,4.14
4429,16,3.84
4429,248,3.95
4430,409,3.56
4430,278,4.13
4430,522,3.5
4430,559,3.16
4430,150,3.38
4431,121,3.99
4431,360,3.9
4431,583,3.18
4431,462,3.66
4431,510,3.93
4432,254,4.87
4432,530,3.16
4432,378,3.38
4432,283,2.62
4432,409,4.64
4433,420,4.69
4433,155,3.51
4433,202,4.6
4433,130,3.22
4433,236,3.37
4434,438,3.92
4434,39,3.84
4434,390,3.62
4434,412,3.46
4434,474,3.04
4435,541,3.71
4435,417,2.55
4435,290,3.06
4435,599,5.0
4435,75,3.08
4436,132,3.77
4436,381,3.95
4436,595,3.38
4436,317,3.76
4436,580,2.04
4437,496,3.51
4437,178,3.95
4437,138,2.63
4437,51,4.37
4437,262,4.08
4438,190,3.4
4438,537,3.2
4438,396,3.48
4438,188,2.82
4438,169,4.13
4439,420,2.6
4439,577,3.08
4439,131,3.82
4439,11,3.4
4439,393,4.29
4440,426,2.94
4440,407,4.31
4440,74,3.88
4440,464,3.82
4440,582,3.44
4441,597,3.55
4441,417,3.7
4441,181,3.05
4441,193,3.47
4441,353,3.99
4442,386,3.28
4442,158,4.19
4442,561,2.64
4442,253,2.69
4442,220,3.16
4443,328,5.0
4443,566,2.59
4443,488,3.93
4443,409,4.81
4443,569,5.0
4444,527,3.55
4444,475,3.22
4444,507,5.0
4444,461,4.13
4444,191,5.0
4445,381,3.04
4445,444,4.53
4445,12,3.58
4445,308,1.55
4445,124,1.71
4446,252,3.51
4446,260,3.89
4446,537,3.94
4446,176,3.58
4446,50,3.3
4447,535,4.37
4447,257,3.85
4447,252,3.7
4447,97,3.05
4447,335,3.47
4448,204,3.72
4448,540,4.35
4448,194,4.52
4448,86,4.62
4448,158,3.82
4449,129,3.15
4449,412,5.0
4449,10,4.11
4449,30,3.17
4449,4,4.22
4450,68,4.08
4450,296,3.43
4450,304,3.17
4450,50,3.35
4450,477,3.61
4451,408,3.37
4451,150,2.77
4451,68,4.3
4451,312,3.7
4451,232,3.83
4452,34,3.01
4452,291,3.71
4452,577,3.94
4452,72,2.37
4452,222,3.38
4453,307,3.45
4453,121,2.92
4453,17,2.82
4453,209,2.74
4453,528,3.18
4454,588,3.7
4454,507,5.0
4454,329,3.93
4454,155,4.28
4454,556,3.63
4455,481,3.29
4455,135,3.57
4455,33,3.58
4455,553,3.85
4455,445,3.54
4456,335,3.04
4456,392,3.52
4456,304,3.14
4456,163,2.92
4456,138,2.39
4457,303,3.49
4457,11,4.35
4457,337,2.67
4457,154,4.26
4457,56,2.91
4458,531,1.63
4458,187,3.14
4458,239,4.39
4458,344,3.86
4458,237,4.83
4459,31,3.0
4459,583,4.21
4459,496,3.71
4459,436,3.74
4459,438,3.97
4460,104,3.23
4460,267,3.67
4460,572,3.41
4460,410,3.18
4460,128,4.18
4461,582,3.77
4461,558,3.17
4461,34,3.22
4461,378,5.0
4461,411,5.0
4462,546,5.0
4462,134,4.52
4462,4,4.08
4462,87,4.13
4462,485,4.4
4463,373,2.9
4463,251,3.13
4463,2,3.14
4463,459,2.27
4463,418,3.21
4464,418,3.26
4464,102,3.06
4464,538,3.03
4464,440,3.68
4464,585,3.22
4465,341,4.11
4465,491,3.51
4465,156,3.94
4465,297,3.83
4465,6,4.15
4466,317,2.06
4466,253,4.15
4466,314,3.27
4466,502,3.08
4466,263,3.68
4467,123,3.32
4467,167,3.03
4467,325,2.17
4467,230,3.6
4467,74,2.37
4468,198,3.45
4468,493,3.12
4468,323,3.13
4468,414,2.79
4468,99,4.07
4469,13,3.43
4469,53,3.74
4469,508,2.7
4469,501,2.68
4469,507,3.81
4470,201,4.18
4470,173,3.35
4470,75,3.24
4470,508,3.08
4470,358,2.08
4471,63,4.82
4471,231,3.56
4471,429,3.65
4471,88,3.57
4471,589,3.43
4472,183,3.27
4472,46,3.34
4472,150,3.38
4472,341,3.8
4472,597,3.45
4473,72,4.44
4473,203,3.89
4473,528,4.19
4473,495,3.08
4473,198,5.0
4474,215,3.69
4474,470,3.23
4474,41,2.07
4474,194,3.88
4474,305,3.24
4475,188,4.58
4475,300,4.44
4475,317,2.69
4475,281,2.92
4475,459,2.97
4476,293,3.92
4476,563,3.48
4476,0,3.74
4476,277,3.18
4476,505,4.13
4477,441,3.45
4477,26,3.44
4477,454,3.97
4477,547,4.03
4477,425,3.45
4478,131,3.24
4478,230,3.85
4478,322,4.62
4478,67,3.74
4478,5,4.64
4479,481,3.7
4479,423,4.9
4479,329,4.11
4479,78,4.22
4479,73,4.5
4480,482,4.28
4480,34,4.48
4480,570,4.11
4480,365,3.5
4480,91,4.45
4481,494,3.97
4481,244,3.85
4481,170,3.2
4481,551,2.8
4481,355,2.24
4482,80,3.51
4482,274,2.3
4482,360,2.93
4482,392,4.33
4482,197,3.88
4483,261,3.8
4483,37,5.0
4483,75,3.16
4483,571,3.76
4483,362,4.01
4484,521,4.47
4484,1,3.07
4484,352,3.73
4484,354,4.45
4484,557,4.22
4485,80,2.64
4485,97,3.38
4485,328,3.17
4485,462,2.72
4485,266,2.92
4486,277,3.31
4486,401,3.02
4486,374,3.57
4486,254,3.18
4486,119,4.1
4487,407,3.27
4487,48,1.89
4487,503,3.44
4487,484,2.65
4487,2,2.53
4488,51,3.59
4488,291,1.72
4488,11,3.38
4488,251,4.08
4488,12,3.1
4489,318,3.28
4489,326,3.48
4489,319,2.24
4489,120,4.28
4489,552,2.43
4490,282,2.99
4490,18,2.93
4490,254,3.25
4490,559,3.48
4490,153,2.74
4491,182,4.01
4491,83,5.0
4491,552,3.35
4491,24,2.85
4491,214,4.52
4492,391,3.83
4492,403,3.22
4492,164,4.79
4492,40,4.13
4492,244,4.43
4493,526,2.59
4493,380,3.45
4493,557,3.16
4493,567,4.89
4493,408,3.1
4494,285,4.66
4494,21,2.41
4494,455,5.0
4494,546,4.88
4494,553,4.18
4495,12,3.76
4495,155,3.12
4495,401,4.72
4495,329,3.14
4495,161,2.87
4496,346,3.79
4496,92,3.69
4496,391,3.23
4496,289,2.34
4496,447,3.06
4497,211,3.74
4497,208,3.93
4497,242,2.84
4497,350,2.49
4497,427,4.26
4498,135,3.63
4498,204,4.02
4498,56,3.8
4498,194,4.59
4498,479,3.71
4499,307,3.59
4499,269,4.41
4499,21,2.69
4499,515,3.13
4499,519,3.88
4500,54,2.97
4500,442,3.3
4500,499,3.82
4500,43,4.16
4500,517,3.72
4501,571,4.51
4501,494,3.6
4501,43,3.66
4501,172,4.34
4501,42,4.6
4502,120,4.94
4502,94,3.4
4502,553,3.35
4502,288,3.99
4502,227,3.55
4503,80,4.24
4503,94,2.57
4503,204,2.5
4503,148,4.79
4503,399,2.91
4504,387,4.62
4504,102,2.98
4504,98,3.66
4504,343,3.76
4504,550,4.05
4505,282,3.6
4505,566,3.63
4505,346,4.95
4505,574,3.86
4505,48,3.38
4506,351,2.86
4506,166,2.56
4506,408,3.74
4506,246,3.36
4506,190,4.4
4507,122,2.6
4507,114,2.45
4507,412,2.12
4507,33,2.59
4507,302,2.3
4508,465,3.4
4508,162,2.98
4508,150,3.57
4508,18,3.63
4508,321,3.22
4509,231,4.29
4509,481,3.41
4509,7,4.39
4509,487,4.56
4509,488,3.16
4510,279,3.85
4510,372,5.0
4510,285,2.38
4510,303,3.58
4510,491,1.73
4511,58,4.47
4511,544,3.45
4511,140,3.85
4511,201,2.53
4511,81,4.01
4512,454,3.53
4512,65,3.66
4512,296,3.03
4512,399,2.57
4512,75,3.62
4513,586,2.38
4513,347,2.39
4513,249,3.29
4513,590,3.14
4513,278,4.06
4514,431,3.68
4514,497,3.13
4514,396,3.55
4514,417,3.04
4514,135,3.38
4515,417,3.9
4515,184,3.76
4515,254,4.47
4515,334,4.07
4515,590,3.15
4516,384,4.73
4516,2,4.3
4516,372,3.29
4516,237,4.19
4516,13,3.96
4517,141,3.33
4517,393,4.28
4517,75,3.82
4517,547,4.09
4517,308,3.77
4518,16,2.06
4518,132,3.48
4518,382,3.54
4518,497,3.5
4518,568,3.07
4519,459,3.59
4519,6,3.24
4519,221,3.86
4519,397,3.11
4519,529,4.76
4520,410,4.18
4520,49,2.91
4520,338,3.67
4520,53,3.46
4520,402,3.28
4521,242,3.92
4521,42,3.85
4521,405,4.78
4521,244,4.63
4521,444,4.75
4522,8,3.25
4522,379,3.34
4522,45,2.71
4522,132,3.88
4522,543,3.77
4523,89,2.53
4523,439,3.28
4523,272,3.37
4523,8,2.99
4523,558,3.64
4524,123,2.98
4524,11,3.65
4524,221,2.7
4524,44,2.18
4524,121,3.45
4525,168,4.05
4525,60,3.76
4525,242,3.54
4525,29,3.8
4525,146,2.95
4526,373,4.73
4526,138,2.97
4526,23,3.45
4526,268,3.33
4526,347,3.49
4527,161,4.33
4527,204,3.27
4527,471,3.77
4527,379,3.57
4527,582,2.67
4528,478,3.13
4528,375,3.34
4528,236,2.82
4528,114,3.84
4528,588,1.74
4529,191,4.7
4529,401,3.74
4529,42,2.65
4529,50,4.04
4529,546,3.42
4530,440,3.51
4530,44,3.49
4530,136,3.86
4530,474,3.7
4530,357,3.75
4531,504,2.74
4531,302,4.96
4531,329,2.11
4531,263,3.14
4531,279,3.48
4532,140,4.64
4532,44,3.33
4532,326,4.28
4532,292,3.57
4532,570,3.86
4533,288,3.3
4533,292,2.39
4533,337,2.92
4533,230,3.74
4533,526,4.18
4534,92,4.36
4534,127,4.08
4534,570,3.78
4534,16,3.81
4534,574,4.14
4535,123,4.39
4535,561,3.18
4535,398,4.1
4535,356,3.21
4535,358,3.15
4536,542,2.89
4536,216,3.17
4536,290,3.06
4536,289,2.38
4536,338,3.84
4537,407,4.5
4537,415,3.88
4537,160,3.95
4537,171,5.0
4537,379,3.04
4538,152,2.78
4538,126,2.94
4538,505,3.69
4538,506,3.3
4538,53,4.86
4539,322,3.42
4539,417,3.02
4539,389,3.95
4539,12,3.65
4539,240,4.03
4540,418,2.89
4540,105,3.43
4540,430,1.65
4540,142,2.48
4540,317,2.95
4541,554,2.93
4541,433,3.65
4541,31,3.55
4541,458,2.76
4541,10,3.43
4542,303,3.95
4542,459,3.02
4542,157,3.45
4542,431,4.48
4542,415,2.75
4543,16,3.25
4543,134,3.7
4543,201,4.39
4543,361,3.49
4543,64,4.65
4544,374,4.03
4544,516,3.97
4544,373,4.95
4544,27,3.25
4544,72,4.2
4545,383,3.83
4545,203,3.1
4545,4,3.92
4545,69,2.88
4545,451,3.57
4546,235,3.06
4546,92,3.7
4546,433,5.0
4546,508,2.81
4546,96,2.68
4547,323,3.32
4547,433,4.2
4547,55,3.57
4547,355,4.47
4547,539,3.25
4548,450,2.8
4548,585,2.49
4548,63,4.39
4548,382,4.1
4548,132,4.75
4549,183,4.54
4549,261,3.85
4549,309,5.0
4549,76,4.82
4549,214,5.0
4550,251,3.94
4550,334,3.4
4550,314,3.92
4550,452,3.6
4550,580,2.77
4551,271,4.52
4551,57,4.8
4551,384,4.6
4551,270,4.69
4551,374,3.95
4552,218,4.05
4552,99,3.68
4552,327,4.02
4552,478,3.05
4552,597,3.24
4553,55,4.22
4553,326,3.75
4553,471,3.91
4553,126,3.85
4553,586,3.26
4554,81,3.6
4554,537,3.18
4554,589,2.98
4554,544,4.71
4554,407,5.0
4555,445,3.15
4555,307,3.76
4555,414,2.74
4555,594,2.55
4555,219,2.4
4556,439,3.73
4556,338,2.78
4556,397,3.7
4556,126,3.2
4556,567,3.76
4557,240,4.01
4557,199,4.5
4557,330,3.72
4557,506,2.76
4557,270,3.31
4558,572,2.39
4558,471,4.39
4558,405,3.68
4558,560,3.66
4558,7,4.66
4559,383,4.23
4559,479,3.28
4559,50,3.71
4559,190,4.8
4559,248,4.27
4560,489,4.08
4560,485,2.65
4560,90,3.46
4560,555,3.22
4560,271,3.6
4561,250,3.13
4561,6,4.05
4561,102,4.02
4561,577,3.0
4561,190,4.08
4562,167,2.22
4562,26,3.21
4562,368,3.19
4562,442,4.03
4562,500,3.8
4563,247,3.3
4563,222,1.96
4563,194,3.65
4563,147,3.73
4563,490,2.47
4564,217,4.03
4564,136,3.6
4564,215,5.0
4564,579,4.28
4564,414,3.42
4565,296,3.59
4565,265,3.34
4565,40,3.92
4565,190,5.0
4565,574,3.67
4566,136,4.36
4566,329,3.19
4566,245,4.18
4566,167,3.11
4566,404,2.76
4567,471,3.5
4567,385,4.83
4567,191,3.63
4567,264,3.16
4567,169,3.51
4568,449,3.57
4568,484,4.22
4568,242,3.47
4568,163,4.46
4568,229,4.38
4569,547,3.62
4569,346,4.28
4569,144,3.42
4569,47,3.49
4569,139,2.75
4570,244,4.44
4570,186,4.77
4570,22,3.73
4570,589,2.95
4570,96,4.03
4571,257,3.37
4571,0,3.34
4571,66,3.75
4571,433,3.52
4571,193,3.58
4572,233,3.24
4572,179,4.26
4572,528,2.84
4572,285,3.81
4572,300,3.77
4573,141,3.73
4573,217,4.26
4573,304,3.51
4573,506,4.23
4573,72,2.01
4574,537,3.09
4574,152,3.4
4574,9,3.16
4574,494,3.77
4574,339,3.33
4575,328,3.98
4575,86,3.76
4575,336,3.41
4575,275,2.71
4575,350,3.32
4576,129,3.19
4576,398,3.24
4576,58,3.96
4576,453,3.71
4576,331,4.72
4577,446,1.44
4577,582,3.86
4577,71,2.92
4577,206,2.37
4577,564,1.55
4578,226,3.83
4578,127,4.59
4578,30,3.11
4578,3,3.57
4578,402,3.53
4579,291,2.87
4579,251,2.42
4579,218,3.6
4579,158,3.62
4579,188,3.71
4580,442,3.29
4580,154,3.9
4580,131,3.19
4580,504,2.65
4580,460,2.85
4581,478,3.59
4581,223,3.77
4581,208,4.4
4581,77,3.79
4581,424,3.68
4582,518,3.89
4582,34,3.13
4582,407,3.91
4582,411,3.8
4582,305,3.62
4583,489,2.65
4583,28,3.42
4583,453,2.62
4583,3,2.99
4583,212,3.27
4584,571,3.34
4584,370,4.44
4584,53,4.35
4584,243,3.73
4584,387,2.82
4585,35,4.5
4585,343,4.71
4585,320,4.88
4585,173,4.92
4585,515,5.0
4586,311,4.18
4586,138,2.66
4586,294,4.28
4586,86,4.01
4586,38,2.23
4587,484,3.72
4587,304,2.98
4587,54,4.04
4587,135,4.61
4587,507,3.91
4588,276,4.24
4588,18,3.76
4588,444,3.19
4588,484,3.16
4588,375,3.41
4589,518,3.81
4589,171,5.0
4589,438,3.97
4589,464,4.09
4589,430,2.75
4590,141,3.67
4590,380,4.74
4590,582,5.0
4590,2,4.94
4590,440,4.96
4591,163,2.79
4591,14,3.11
4591,40,4.18
4591,250,1.97
4591,414,2.42
4592,195,2.78
4592,520,3.1
4592,365,2.88
4592,413,2.34
4592,268,2.01
4593,421,3.54
4593,72,3.84
4593,289,3.29
4593,587,3.99
4593,458,2.31
4594,273,2.8
4594,322,3.61
4594,497,2.27
4594,213,3.75
4594,106,2.26
4595,535,4.14
4595,222,4.32
4595,584,4.15
4595,496,4.99
4595,588,4.18
4596,554,4.37
4596,284,5.0
4596,79,3.63
4596,263,3.91
4596,518,3.98
4597,437,3.94
4597,35,3.37
4597,322,3.13
4597,321,2.35
4597,14,2.62
4598,288,3.3
4598,212,3.2
4598,146,3.51
4598,426,2.94
4598,446,2.6
4599,303,4.16
4599,221,2.53
4599,130,3.39
4599,134,3.59
4599,227,3.88
4600,263,4.16
4600,390,4.75
4600,103,3.68
4600,133,3.77
4600,160,2.99
4601,561,2.11
4601,599,4.02
4601,546,3.18
4601,76,3.28
4601,106,3.8
4602,337,3.72
4602,295,3.05
4602,575,2.81
4602,347,3.32
4602,233,2.97
4603,257,4.01
4603,16,2.11
4603,4,3.48
4603,74,3.74
4603,186,3.37
4604,461,4.33
4604,447,3.78
4604,167,3.48
4604,140,3.47
4604,197,4.32
4605,543,3.83
4605,311,3.49
4605,509,4.45
4605,307,2.96
4605,176,3.21
4606,165,3.98
4606,349,2.67
4606,407,4.17
4606,472,3.89
4606,516,3.21
4607,503,3.22
4607,65,2.94
4607,525,2.81
4607,513,3.5
4607,538,1.74
4608,144,3.36
4608,131,2.53
4608,209,2.74
4608,461,2.74
4608,538,3.07
4609,559,3.03
4609,494,4.56
4609,59,4.87
4609,337,4.94
4609,297,3.25
4610,69,2.88
4610,397,3.15
4610,534,3.98
4610,50,3.35
4610,393,3.57
4611,78,3.2
4611,204,2.93
4611,261,3.46
4611,589,2.6
4611,378,3.16
4612,410,4.09
4612,313,3.4
4612,478,3.37
4612,588,3.86
4612,549,4.61
4613,277,2.69
4613,400,2.99
4613,25,3.61
4613,332,4.51
4613,527,2.41
4614,438,2.69
4614,454,2.67
4614,275,2.23
4614,580,2.79
4614,396,3.95
4615,197,3.19
4615,554,2.76
4615,247,3.42
4615,3,3.99
4615,455,3.54
4616,157,3.81
4616,206,4.79
4616,404,3.48
4616,122,3.35
4616,51,2.68
4617,556,3.57
4617,60,4.1
4617,587,3.33
4617,144,1.8
4617,427,4.63
4618,85,3.53
4618,393,3.37
4618,410,4.24
4618,135,4.87
4618,7,4.23
4619,101,3.0
4619,428,4.77
4619,330,3.6
4619,364,3.86
4619,326,3.63
4620,460,4.13
4620,518,3.58
4620,416,4.05
4620,284,3.48
4620,338,3.24
4621,511,5.0
4621,535,4.15
4621,408,3.33
4621,330,2.95
4621,335,4.09
4622,367,5.0
4622,505,4.82
4622,360,4.23
4622,102,3.19
4622,176,3.28
4623,260,3.8
4623,481,4.23
4623,441,3.04
4623,281,3.37
4623,5,3.82
4624,7,2.34
4624,53,3.69
4624,395,4.59
4624,536,3.36
4624,457,3.03
4625,345,3.58
4625,533,3.62
4625,424,2.85
4625,543,3.64
4625,135,2.76
4626,298,3.19
4626,58,4.19
4626,365,3.0
4626,73,4.03
4626,424,3.65
4627,391,3.26
4627,361,2.89
4627,261,4.08
4627,332,4.55
4627,109,3.87
4628,157,3.62
4628,179,3.9
4628,262,3.6
4628,309,2.12
4628,266,3.06
4629,70,3.1
4629,524,4.63
4629,483,3.69
4629,303,3.37
4629,5,3.72
4630,147,3.19
4630,206,3.83
4630,541,3.85
4630,416,4.72
4630,547,3.9
4631,436,3.63
4631,17,3.77
4631,524,3.06
4631,238,2.88
4631,325,3.17
4632,481,3.25
4632,42,3.32
4632,65,3.28
4632,463,4.11
4632,20,3.78
4633,251,3.33
4633,418,3.07
4633,198,2.64
4633,46,3.41
4633,305,3.62
4634,274,2.97
4634,157,2.98
4634,217,3.43
4634,524,3.42
4634,421,3.59
4635,62,3.05
4635,177,2.13
4635,46,3.46
4635,340,4.37
4635,49,2.33
4636,553,2.93
4636,547,4.03
4636,228,3.91
4636,31,2.69
4636,284,2.82
4637,70,2.67
4637,217,3.46
4637,275,3.93
4637,592,4.21
4637,12,4.24
4638,597,4.24
4638,443,4.21
4638,67,4.18
4638,487,3.77
4638,496,3.43
4639,589,3.08
4639,498,3.7
4639,138,3.93
4639,279,4.28
4639,344,4.25
4640,156,4.33
4640,568,3.21
4640,275,2.92
4640,112,2.33
4640,214,3.78
4641,371,3.36
4641,398,3.17
4641,276,4.53
4641,539,3.28
4641,13,4.29
4642,305,2.32
4642,325,3.97
4642,43,4.19
4642,475,3.82
4642,209,3.29
4643,362,3.46
4643,386,2.06
4643,503,3.68
4643,306,2.85
4643,521,3.38
4644,14,2.72
4644,586,4.13
4644,329,4.18
4644,510,3.64
4644,228,3.67
4645,586,4.32
4645,257,2.96
4645,19,4.33
4645,344,4.91
4645,598,3.14
4646,561,2.31
4646,46,3.55
4646,143,2.4
4646,442,3.24
4646,1,2.8
4647,172,2.76
4647,256,3.55
4647,276,3.55
4647,150,3.0
4647,45,2.23
4648,238,3.92
4648,92,5.0
4648,362,4.49
4648,543,5.0
4648,143,4.53
4649,340,3.78
4649,533,4.91
4649,287,4.0
4649,17,4.28
4649,479,3.8
4650,195,3.06
4650,319,2.02
4650,157,2.74
4650,41,1.83
4650,232,3.11
4651,98,3.47
4651,577,3.73
4651,450,4.75
4651,470,3.55
4651,482,3.84
4652,292,3.8
4652,545,4.6
4652,447,3.12
4652,471,4.01
4652,371,3.69
4653,374,4.57
4653,116,4.16
4653,316,2.95
4653,68,4.09
4653,525,3.94
4654,435,2.86
4654,273,3.72
4654,535,4.04
4654,162,3.64
4654,206,3.76
4655,3,4.0
4655,512,3.75
4655,534,3.55
4655,132,3.65
4655,327,3.6
4656,532,4.11
4656,405,4.39
4656,526,4.3
4656,283,3.38
4656,108,4.13
4657,584,2.57
4657,430,2.98
4657,162,4.0
4657,250,2.89
4657,225,3.19
4658,172,3.82
4658,439,3.69
4658,31,3.79
4658,369,4.17
4658,561,2.83
4659,385,3.05
4659,286,3.76
4659,169,5.0
4659,470,4.02
4659,430,3.6
4660,492,3.44
4660,299,3.27
4660,528,2.69
4660,214,2.94
4660,101,3.91
4661,454,4.83
4661,197,5.0
4661,2,5.0
4661,393,3.62
4661,412,2.26
4662,186,4.34
4662,218,4.54
4662,88,3.33
4662,380,3.92
4662,94,4.14
4663,542,3.41
4663,92,3.46
4663,479,3.4
4663,553,2.68
4663,512,2.35
4664,153,3.16
4664,301,3.01
4664,150,3.31
4664,390,3.2
4664,370,1.63
4665,348,3.27
4665,576,3.78
4665,319,3.05
4665,424,2.85
4665,561,3.18
4666,23,4.14
4666,430,2.6
4666,156,3.44
4666,241,3.55
4666,136,2.21
4667,471,3.58
4667,147,2.26
4667,225,3.16
4667,485,3.6
4667,121,2.75
4668,461,3.07
4668,514,2.42
4668,593,5.0
4668,27,3.97
4668,155,3.19
4669,175,4.21
4669,233,1.95
4669,482,3.48
4669,586,4.29
4669,57,3.89
4670,36,3.49
4670,438,3.28
4670,323,4.14
4670,279,3.99
4670,555,2.95
4671,458,3.03
4671,56,2.99
4671,565,2.78
4671,287,2.47
4671,477,3.66
4672,457,3.36
4672,594,3.75
4672,330,3.86
4672,265,3.61
4672,72,3.63
4673,455,4.53
4673,430,1.53
4673,508,3.6
4673,321,3.53
4673,207,3.45
4674,537,4.06
4674,79,4.35
4674,557,3.48
4674,553,4.11
4674,40,3.31
4675,463,3.52
4675,215,2.38
4675,473,3.27
4675,526,4.16
4675,67,4.6
4676,361,4.25
4676,597,4.07
4676,66,4.37
4676,328,3.55
4676,505,4.18
4677,59,3.92
4677,571,3.45
4677,594,2.67
4677,309,3.17
4677,378,2.83
4678,522,3.66
4678,399,3.72
4678,171,3.68
4678,414,3.84
4678,563,4.22
4679,215,3.63
4679,517,3.16
4679,269,3.96
4679,563,3.14
4679,524,4.39
4680,453,4.7
4680,420,3.06
4680,210,2.64
4680,537,3.88
4680,23,3.49
4681,159,3.51
4681,17,3.57
4681,490,3.46
4681,408,2.66
4681,81,3.56
4682,154,4.08
4682,243,2.42
4682,408,3.83
4682,111,4.36
4682,184,3.17
4683,117,4.1
4683,28,3.08
4683,341,3.99
4683,90,3.01
4683,560,3.06
4684,559,2.98
4684,102,3.25
4684,158,4.33
4684,580,3.42
4684,552,3.38
4685,535,3.86
4685,396,2.14
4685,100,4.05
4685,523,3.79
4685,137,4.52
4686,27,2.07
4686,500,3.42
4686,7,3.57
4686,411,4.2
4686,397,3.7
4687,37,5.0
4687,121,4.39
4687,48,3.21
4687,465,3.02
4687,135,4.71
4688,224,3.46
4688,492,2.99
4688,150,3.39
4688,568,3.72
4688,147,2.68
4689,396,3.32
4689,566,4.32
4689,236,5.0
4689,229,3.18
4689,281,3.01
4690,523,4.55
4690,447,2.76
